unique_id,Statement,Resource,LoE/GoR,Consensus,Type,Section
2d759c04-f5aa-4a3d-87a5-8f486dc4cb86,"For triple-negative LABC, anthracycline- and taxane-based ChT is recommended as initial treatment.
A platinum can be combined with the taxane.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,85%,Guideline statement,LABCa
5585c916-d607-4be5-953a-3ea290fe048f,"For HER2-positive LABC, concurrent taxane and anti-HER2 therapy is recommended since it increases the rate of pCR.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,92%,Guideline statement,LABCa
e18440de-8d4f-420f-891e-4bd831367430,"For HER2-positive LABC, anthracycline-based ChT should be incorporated into the treatment regimen.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,72%,Guideline statement,LABCa
e9023b25-9d63-41ca-bc65-05a6791ce201,"When an anthracycline is given, it should be administered sequentially with the anti-HER2 therapy.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,87%,Guideline statement,LABCa
d2da6293-5950-4762-a298-88c89aade054,"For patients with HER2-positive LABC (inflammatory or non-inflammatory), without distant metastases, who are in complete remission after appropriate preoperative systemic therapy and appropriate locoregional therapy, and being treated with a potential curative intent, the approved adjuvant duration of 1 year of anti-HER2 therapy should be used.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,85%,Guideline statement,LABCa
4b018746-e9bc-4ae0-b81d-15faafae1b84,"Following effective preoperative systemic therapy with or without RT, surgery will be possible in many patients. This will consist of mastectomy with axillary dissection in the majority of cases, but in selected patients with a good response, BCS may be possible.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/A,98%,Guideline statement,LABCa
fb61fcb5-b211-4393-895c-1cfaa9d1a764,"In patients with axillary low burden of disease at presentation (previously cN0-cN1) with complete response after systemic treatment (ycN0), SLNB can be an option, provided all the recommendations for sentinel node after primary systemic treatment are followed (i.e. dual tracer, clipping/marking positive nodes, minimum of three sentinel nodes).","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",III/B,62%,Guideline statement,LABCa
1809d663-82c1-4cd0-9e0a-2e9ccdf8b96c,"For inflammatory LABC, overall treatment recommendations are similar to those for non-inflammatory LABC, with systemic therapy as first treatment.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,93%,Inflammatory LABC,LABCa
f8d3e41a-6ee1-4219-9843-894942befe24,"Mastectomy with axillary dissection is recommended in almost all cases, even when there is a good response to primary systemic therapy.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,95%,Inflammatory LABC,LABCa
8ebae4a1-4ba3-4a74-9cb9-a324c8a51b1a,Immediate reconstruction is generally not recommended in patients with inflammatory LABC.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",IV/E,95%,Inflammatory LABC,LABCa
9fe1b536-56c4-4c2b-8411-c6c0de93d8b4,"Locoregional RT (chest wall and lymph nodes) is required, even when a pCR is achieved with systemic therapy.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,98%,Inflammatory LABC,LABCa
5525aebf-f779-45f8-a154-651712be602e,Supportive care allowing safer and more tolerable delivery of appropriate treatments should always be part of the treatment plan.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,100%,Guideline statement,Supportive and palliative care
14c0b863-f0f2-45f8-af00-897e75082fc5,"Early introduction of expert palliative care, including effective control of pain and other symptoms, should be a priority.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,100%,Guideline statement,Supportive and palliative care
003556fb-71bf-442d-b152-acb035ec6c29,"Access to effective pain treatment (including morphine, which is inexpensive) is necessary for all patients in need of pain relief.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/A,100%,Guideline statement,Supportive and palliative care
0c3a3d06-108b-493b-93c5-6f62525c1e16,"The ABC community is aware of the limitations that are being imposed worldwide, as a consequence of the opioid use disorders in certain areas of the world. The ABC community is united in insisting that cancer patients should not have restrictions placed that will limit their access to adequate pain control.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/n/a,100%,Guideline statement,Supportive and palliative care
4f2e7cf2-9abb-450a-98b0-34e05bcdecc9,The panel encourages research on the potential role of cannabis to assist with pain and symptom control but strongly stresses that it cannot replace proven medicines such as morphine for adequate pain control.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/C,97%,Guideline statement,Supportive and palliative care
8ca71863-961d-4776-9586-ce95926b4ee1,"Optimally, discussions about patient preferences at the end of life should begin early in the course of metastatic disease. However, when active treatment is no longer able to control widespread and life-threatening disease, and the toxicities of remaining options outweigh the benefits, physicians and other members of the healthcare team should initiate discussions with the patient (and family members/friends, if the patient agrees) about end-of-life care.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/A,96%,Guideline statement,Supportive and palliative care
1e9af279-3b08-4414-a85c-11ee334b4946," Cancer-related fatigue is frequently experienced by patients with ABC, exerts a deleterious impact on QoL and limits physical, functional, psychological and social well-being. The aetiology of this fatigue is complex; therefore, effective management needs to be multidimensional.
It is important to assess cancer-related fatigue using appropriate PROMs before implementing various non-pharmacological (such as exercise [I, A]), and, if needed, pharmacological interventions [II, B].","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/A
II/B",100%,Management of cancer-related fatigue,Supportive and palliative care
c6014cc6-fb27-4972-a9b7-cb740eb74f16," Neutropaenia is the most common toxicity associated with CDK4/6 inhibition and is not generally associated with febrile neutropaenia, although an increase in infections has been reported. Treatment should be delayed until neutrophils have recovered to at least 1000/ml; dose reduction can also be considered.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/A,100%,Management of CDK inhibitor-induced neutropaenia,Supportive and palliative care
26214d16-3a94-4929-a208-4af46cb289cb, NIP is an uncommon complication of mTOR inhibition or CDK4/6 inhibition. Patient education is critical to ensure early reporting of respiratory symptoms. Treatment interruption and dose reduction are generally effective for grade 2 symptomatic NIP with the use of systemic steroids and treatment discontinuation for grade 3 or greater toxicity.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/A,100%,Management of NIP,Supportive and palliative care
24b91b78-3e23-490d-b6ee-cdc6afaf18e5," Treatable causes like pleural effusion, pulmonary emboli, cardiac insufficiency, anaemia or drug toxicity must be ruled out. Patient support is essential. Oxygen is of no use in non-hypoxic patients.
Opioids are the drugs of choice in the palliation of dyspnoea.
Benzodiazepines can be used in patients experiencing anxiety.
Steroids can be effective in dyspnoea caused by lymphangitis carcinomatosis, RT or drug-induced pneumonitis, superior vena cava syndrome, an inflammatory component or in (cancer-induced) obstruction of the airways (in which case laser/stent is to be considered).","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/A
II/A
Expert opinion/B",100%,Management of dyspnoea,Supportive and palliative care
fb62400b-1fbc-4d9c-b72b-32722022dda0," ESMO/MASCC guidelines103 are available for the management of ChT-induced and morphine-induced nausea and vomiting, and these are endorsed by the ABC community.
There is a need to study nausea and vomiting related to chronic use of anticancer drugs.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/A,100%,Management of nausea and vomiting,Supportive and palliative care
f027fd38-9551-4f31-8e24-988ee2749e0d," Hyperglycaemia and hyperlipidaemia are common, sub-acute complications of mTOR or PIK3CA inhibition. Evaluation of pre-existing diabetes or hyperglycaemia at baseline is essential. Regular, careful monitoring of glycaemia and lipid panel is needed to identify these toxicities.
Management of grade 1 and 2 hyperglycaemia includes treatment with oral antidiabetics and basal insulin, in accordance with international recommendations for diabetes mellitus treatment. Statins are indicated to treat grade 2 and 3 hypercholesterolaemia, and fibrates should be introduced if the triglyceride level is >500 mg/dl (with attention to possible drug-drug interaction between everolimus and fibrates). Treatment interruption and dose reduction are generally effective for grade 2 and 3 toxicity. Treatment should be discontinued for grade 4 toxicity.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/A,100%,Management of endocrine toxicities from mTOR or PIK3CA inhibition,Supportive and palliative care
abef9d46-9a2e-422d-b922-d4fd508507b9," Steroid mouthwash should be used for the prevention of stomatitis induced by mTOR inhibitors (suggested schedule: 0.5 mg/5 ml dexamethasone, 10 ml to swish x 2 min, then spit out; q.i.d.).","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/B
Expert opinion/A
Expert opinion/A
Expert opinion/B
Expert opinion/B",100%,Management of mucositis/stomatitis,Supportive and palliative care
